section,section_id,section_sis_id,submitted,attempt,2253791: How many classes have you missed so far this quarter?,1.0,"2253792: If you had a choice, what is your ideal exam day?",1.0,"2253793: How would you rate the difficulty of the material in ""Part 2"" (Chapters 5-8)?",1.0,2253794: How would you rate the demands of theactivities?,1.0,"2253795: Not counting the time spent in class, on average how much time a week do you spend on STAT 202 outside of class (reading check, finishing activities, studying, etc.)",1.0,2253796: How would you rate the usefulness of the lecture slides?,1.0,2253797: What are your thoughts on the course website?,1.0,2253798: Which method do you usually use to complete the reading checks?,1.0,"2253799: I have had frequent ""loading issues"" with the reading checks (freezes and need to ""restart"" from beginning).",1.0,2253800: Provide your view on Aha Slides,1.0,2253801: Did you actually study for the exam?,1.0,2253802: How would you rate thedifficultyof Exam 2?,1.0,"2253803: How would you rate the fairness ofExam 2?
Fair means the material was covered in the course and you should be expected to know it.
(difficult does not mean the exam was unfair)",1.0,"2253804: If a future student were to ask the best way to study for an exam, what material would you suggest?",1.0,"2253805: Please provide any general thoughts or critiques you may have concerning the material (Chapter 5-8) and its use in class. If none, leave blank.
If you think that some of the material is stupid or worthless, then feel free to say so. However please indicate why you think it is stupid or worthless.
Similarly, if you think the material is wonderful and perfect, then feel free to say so. However please indicate why you think it is wonderful and perfect.
I rely on your feedback for improving this course for future students!",1.0,n correct,n incorrect,score
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-27 06:06:48 UTC,1,3 or 4,0.0,Monday,1.0,2 - Somewhat easy,0.0,4 -,0.0,5-7 hours,0.0,3 - Neutral (don't care one way or another),0.0,Love it - organized and easy to use,1.0,Posit Cloud,1.0,No,1.0,No opinion on Aha Slides,0.0,Not as much as I should have,0.0,4- Somewhat difficult,0.0,3 - Neither fair nor unfair,0.0,"Review Activities,Practice Exam",0.0,"",0.0,5,10,1.0
2023FA_STAT_202-0_SEC21 Introduction to Statistics and Data Science,194484,4920_16417,2023-10-27 05:48:07 UTC,1,0,1.0,Wednesday,0.0,3 - Neither difficult nor easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,3 - Neutral (don't care one way or another),0.0,Love it - organized and easy to use,1.0,Posit Cloud,1.0,No,1.0,Aha Slides makes lectures more engaging,1.0,Yes,1.0,3 - Neither difficult nor easy,0.0,5 - Very fair (all topics were covered),1.0,"Review Activities,Review Reading Checks,End of Chapter Textbook Exercises,Practice Exam",0.0,"In general, I thought that chapters 5-8 were easy to understand because they were building on concepts introduced in 1-4. I liked that chapters 7-8 were more conceptually-based and didn't rely on coding, which I thought provided a good mix for the coding in chapters 5-6. I think the material is engaging because we can look at trends within data to understand relationships between interesting variables, like the survey data. ",0.0,8,7,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-27 05:06:54 UTC,1,1 or 2,0.0,Monday,1.0,4- Somewhat difficult,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,Link,0.0,Frequent issue,0.0,Aha Slides makes lectures more engaging,1.0,Yes,1.0,2 - Somewhat easy,0.0,4 - fair,0.0,"Review Activities,Review Reading Checks,Practice Exam,Other",0.0,"I felt that this section was very heavy in equations and honestly, the slides were super helpful along with the lecture videos. But i think it would be great if there was more attention focused on reviewing all of the different b0 equations and their functions.",0.0,6,9,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-27 04:48:24 UTC,1,5 or more,0.0,Friday,0.0,3 - Neither difficult nor easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,Posit Cloud,1.0,1 - 3 times,0.0,No opinion on Aha Slides,0.0,Yes,1.0,3 - Neither difficult nor easy,0.0,5 - Very fair (all topics were covered),1.0,"Review Reading Checks,Practice Exam,Other",0.0,"The slides are useful as a study tool, but I relied mostly on the textbook for studying bec,auss it gave more detailed examples of how to describe statistical models using language",0.0,6,9,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-27 03:47:02 UTC,1,1 or 2,0.0,Friday,0.0,4- Somewhat difficult,0.0,3 - Demands were about right,0.0,3-5 hours,0.0,3 - Neutral (don't care one way or another),0.0,Hate it - go back to Canvas,0.0,Posit Cloud,1.0,1 - 3 times,0.0,Aha Slides makes lectures more engaging,1.0,Yes,1.0,4- Somewhat difficult,0.0,3 - Neither fair nor unfair,0.0,"Practice Exam,Other",0.0,/,0.0,4,11,1.0
2023FA_STAT_202-0_SEC21 Introduction to Statistics and Data Science,194484,4920_16417,2023-10-27 03:05:32 UTC,1,0,1.0,Monday,1.0,5 - Very difficult,1.0,3 - Demands were about right,0.0,5-7 hours,0.0,3 - Neutral (don't care one way or another),0.0,Hate it - go back to Canvas,0.0,Posit Cloud,1.0,1 - 3 times,0.0,Aha Slides makes lectures more engaging,1.0,Yes,1.0,5 - Very difficult,1.0,4 - fair,0.0,Review Activities,1.0,Going over the standard language to describe slopes and intercepts were very helpful! ,0.0,9,6,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-27 02:38:56 UTC,1,1 or 2,0.0,Wednesday,0.0,3 - Neither difficult nor easy,0.0,3 - Demands were about right,0.0,3-5 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,Posit Cloud,1.0,1 - 3 times,0.0,No opinion on Aha Slides,0.0,Yes,1.0,4- Somewhat difficult,0.0,5 - Very fair (all topics were covered),1.0,"Review Activities,Review Reading Checks,Practice Exam,Other",0.0,"",0.0,6,9,1.0
2023FA_STAT_202-0_SEC21 Introduction to Statistics and Data Science,194484,4920_16417,2023-10-27 02:18:37 UTC,1,0,1.0,Friday,0.0,2 - Somewhat easy,0.0,3 - Demands were about right,0.0,3-5 hours,0.0,4 -,0.0,Love it - organized and easy to use,1.0,Posit Cloud,1.0,No,1.0,No opinion on Aha Slides,0.0,Not as much as I should have,0.0,3 - Neither difficult nor easy,0.0,3 - Neither fair nor unfair,0.0,"Review Activities,Review Reading Checks",0.0,"",0.0,5,10,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-27 00:26:45 UTC,1,0,1.0,Wednesday,0.0,3 - Neither difficult nor easy,0.0,4 -,0.0,7 or more hours,0.0,3 - Neutral (don't care one way or another),0.0,Don't care either way,0.0,Link,0.0,1 - 3 times,0.0,Aha Slides provide no benefit to lecture,0.0,Yes,1.0,4- Somewhat difficult,0.0,2 - not fair,0.0,"Review Activities,Practice Exam",0.0,THERE IS STILL NOT ENOUGH TIME ON TESTS FOR THE AMOUNT THAT IS ON THE EXAM!!!!!,0.0,3,12,1.0
2023FA_STAT_202-0_SEC21 Introduction to Statistics and Data Science,194484,4920_16417,2023-10-27 00:15:25 UTC,1,1 or 2,0.0,Friday,0.0,4- Somewhat difficult,0.0,4 -,0.0,7 or more hours,0.0,4 -,0.0,Love it - organized and easy to use,1.0,Link,0.0,No,1.0,Aha Slides makes lectures more engaging,1.0,Not as much as I should have,0.0,4- Somewhat difficult,0.0,4 - fair,0.0,"Review Reading Checks,Practice Exam",0.0,"",0.0,4,11,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-26 23:55:26 UTC,1,1 or 2,0.0,Monday,1.0,2 - Somewhat easy,0.0,3 - Demands were about right,0.0,3-5 hours,0.0,4 -,0.0,Love it - organized and easy to use,1.0,Posit Cloud,1.0,No,1.0,No opinion on Aha Slides,0.0,Yes,1.0,3 - Neither difficult nor easy,0.0,4 - fair,0.0,"End of Chapter Textbook Exercises,Practice Exam",0.0,I love the textbook. It's super organized and the way concepts are explained makes a lot of sense.,0.0,6,9,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-26 23:32:55 UTC,1,0,1.0,Wednesday,0.0,3 - Neither difficult nor easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,3 - Neutral (don't care one way or another),0.0,Love it - organized and easy to use,1.0,Posit Cloud,1.0,No,1.0,Aha Slides makes lectures more engaging,1.0,Yes,1.0,3 - Neither difficult nor easy,0.0,5 - Very fair (all topics were covered),1.0,Practice Exam,0.0,"I think everything about this class is PERFECT! Reading the material outside of class and then coming to class makes me grasp knowledge so much easier. The Professor reinforces everything that I already learned, and this repetition is very effective. The textbook, activities, and reading checks are also very intuitive. Overall, I think the style of this class is excellent.",0.0,8,7,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-26 22:24:44 UTC,1,0,1.0,Wednesday,0.0,2 - Somewhat easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,Link,0.0,No,1.0,Aha Slides makes lectures more engaging,1.0,Yes,1.0,3 - Neither difficult nor easy,0.0,5 - Very fair (all topics were covered),1.0,"Review Reading Checks,Practice Exam",0.0,I thought it was all really good and fair!,0.0,8,7,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-26 22:21:48 UTC,1,0,1.0,Friday,0.0,4- Somewhat difficult,0.0,4 -,0.0,1-3 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,Posit Cloud,1.0,1 - 3 times,0.0,No opinion on Aha Slides,0.0,Yes,1.0,3 - Neither difficult nor easy,0.0,5 - Very fair (all topics were covered),1.0,"End of Chapter Textbook Exercises,Practice Exam",0.0,N/A,0.0,7,8,1.0
2023FA_STAT_202-0_SEC21 Introduction to Statistics and Data Science,194484,4920_16417,2023-10-26 21:02:36 UTC,1,0,1.0,Monday,1.0,4- Somewhat difficult,0.0,4 -,0.0,1-3 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,Posit Cloud,1.0,1 - 3 times,0.0,No opinion on Aha Slides,0.0,Yes,1.0,4- Somewhat difficult,0.0,3 - Neither fair nor unfair,0.0,"Review Activities,Practice Exam",0.0,"I wish going back and redoing the reading checks was easier, it takes a lot of steps to see what answers you got wrong so it's difficult to refer to them when studying",0.0,7,8,1.0
2023FA_STAT_202-0_SEC21 Introduction to Statistics and Data Science,194484,4920_16417,2023-10-26 20:59:32 UTC,1,0,1.0,Wednesday,0.0,4- Somewhat difficult,0.0,4 -,0.0,7 or more hours,0.0,3 - Neutral (don't care one way or another),0.0,Love it - organized and easy to use,1.0,Posit Cloud,1.0,1 - 3 times,0.0,No opinion on Aha Slides,0.0,Yes,1.0,4- Somewhat difficult,0.0,4 - fair,0.0,"Review Activities,Review Reading Checks,Practice Exam",0.0,"",0.0,5,10,1.0
2023FA_STAT_202-0_SEC21 Introduction to Statistics and Data Science,194484,4920_16417,2023-10-26 20:46:15 UTC,1,1 or 2,0.0,Wednesday,0.0,4- Somewhat difficult,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,3 - Neutral (don't care one way or another),0.0,Love it - organized and easy to use,1.0,Link,0.0,No,1.0,Aha Slides makes lectures more engaging,1.0,Yes,1.0,4- Somewhat difficult,0.0,3 - Neither fair nor unfair,0.0,"Review Activities,Review Reading Checks,Practice Exam",0.0,"",0.0,5,10,1.0
2023FA_STAT_202-0_SEC21 Introduction to Statistics and Data Science,194484,4920_16417,2023-10-26 20:46:10 UTC,1,3 or 4,0.0,Wednesday,0.0,5 - Very difficult,1.0,5 - Too demanding,1.0,5-7 hours,0.0,2 -,0.0,Love it - organized and easy to use,1.0,Posit Cloud,1.0,No,1.0,Aha Slides provide no benefit to lecture,0.0,Yes,1.0,5 - Very difficult,1.0,3 - Neither fair nor unfair,0.0,"Review Activities,Review Reading Checks,Practice Exam",0.0,I wish the in-class slides had more text on them/the answers to multiple choice so that you could use it for review for tests later.,0.0,8,7,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-26 20:17:44 UTC,1,0,1.0,Wednesday,0.0,3 - Neither difficult nor easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,Link,0.0,1 - 3 times,0.0,No opinion on Aha Slides,0.0,Yes,1.0,4- Somewhat difficult,0.0,4 - fair,0.0,"Review Reading Checks,Practice Exam,Other",0.0,"",0.0,5,10,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-26 19:35:37 UTC,1,0,1.0,Monday,1.0,4- Somewhat difficult,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,Link,0.0,No,1.0,Aha Slides makes lectures more engaging,1.0,Yes,1.0,4- Somewhat difficult,0.0,4 - fair,0.0,Practice Exam,0.0,"I really like the material. I think the activities solutions videos and the reading checks, lecture slides, and practice exams make the class really engaging and make it easier to understand the subject and study for the test.",0.0,8,7,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-26 18:35:47 UTC,1,1 or 2,0.0,Monday,1.0,4- Somewhat difficult,0.0,3 - Demands were about right,0.0,3-5 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,Link,0.0,No,1.0,No opinion on Aha Slides,0.0,Yes,1.0,5 - Very difficult,1.0,4 - fair,0.0,"Review Activities,Review Reading Checks,End of Chapter Textbook Exercises,Practice Exam",0.0,"Some questions on the exam were pretty difficult and weren't covered I flet like, but the rest were fair.",0.0,7,8,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-26 18:33:12 UTC,1,1 or 2,0.0,Monday,1.0,2 - Somewhat easy,0.0,3 - Demands were about right,0.0,5-7 hours,0.0,4 -,0.0,Love it - organized and easy to use,1.0,Posit Cloud,1.0,No,1.0,Aha Slides provide no benefit to lecture,0.0,Yes,1.0,4- Somewhat difficult,0.0,4 - fair,0.0,"Review Activities,Review Reading Checks,Practice Exam",0.0,"I think this exam is great!

I was confused on one question as I wasn't sure if it was covered in the textbook or not. It was regarding what correlation would be predicted from the relationship between Adult Body weight and IQ and I was unsure how to answer that question. 

Otherwise the course is structured great and I love the stats 202 website. ",0.0,6,9,1.0
2023FA_STAT_202-0_SEC21 Introduction to Statistics and Data Science,194484,4920_16417,2023-10-26 18:11:22 UTC,1,0,1.0,Monday,1.0,4- Somewhat difficult,0.0,2 -,0.0,1-3 hours,0.0,4 -,0.0,Love it - organized and easy to use,1.0,Posit Cloud,1.0,No,1.0,Aha Slides provide no benefit to lecture,0.0,Not as much as I should have,0.0,3 - Neither difficult nor easy,0.0,5 - Very fair (all topics were covered),1.0,"Review Reading Checks,Practice Exam",0.0,"I think the material is slightly more difficult than for exam 2, but I think it was not a shocking jump in difficulty. Lecture slides, activities, and reading checks all make the course feel very connected to my learning of the material, nothing feels redundant or unfair. I said last time, but the Aha slides really feel like they take more away from the class than they bring. I think the engagement/clicker questions are nice, but often it feels like the inherent time for the Aha question is too limiting. It often seems quite easy to miss the question, partly because I don't know what I should be looking at on my computer -should I follow along with the slides, just be sitting on the aha slides screen, or working on the activity during the spoken lecture time?

 

Overall the class feels like it has gotten into a good rhythm of the workflow, although the switch of when reading checks were due was slightly strange around exam 1. I think I would prefer if the reading checks and activities were due after class (as they are now) from the start of the quarter, to keep the workflow consistent.  ",0.0,7,8,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-26 18:10:19 UTC,1,1 or 2,0.0,Wednesday,0.0,3 - Neither difficult nor easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,3 - Neutral (don't care one way or another),0.0,Love it - organized and easy to use,1.0,Link,0.0,No,1.0,No opinion on Aha Slides,0.0,Yes,1.0,4- Somewhat difficult,0.0,4 - fair,0.0,"End of Chapter Textbook Exercises,Practice Exam",0.0,"I feel like everything is helpful that we do, but it would be nice to have more concept questions on Aha Slides so we are used to them for the exams.",0.0,4,11,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-26 17:48:54 UTC,1,0,1.0,Friday,0.0,4- Somewhat difficult,0.0,3 - Demands were about right,0.0,3-5 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,Posit Cloud,1.0,No,1.0,Aha Slides makes lectures more engaging,1.0,Yes,1.0,3 - Neither difficult nor easy,0.0,5 - Very fair (all topics were covered),1.0,"Review Activities,Practice Exam",0.0,The review session before the exam going over the practice exam was extremely helpful! I learned a lot from it & felt much more confident about my knowledge of the material,0.0,9,6,1.0
2023FA_STAT_202-0_SEC21 Introduction to Statistics and Data Science,194484,4920_16417,2023-10-26 17:43:43 UTC,1,1 or 2,0.0,Friday,0.0,4- Somewhat difficult,0.0,3 - Demands were about right,0.0,3-5 hours,0.0,4 -,0.0,Love it - organized and easy to use,1.0,Link,0.0,1 - 3 times,0.0,No opinion on Aha Slides,0.0,Yes,1.0,5 - Very difficult,1.0,3 - Neither fair nor unfair,0.0,"End of Chapter Textbook Exercises,Practice Exam",0.0,"",0.0,4,11,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-26 17:38:20 UTC,1,0,1.0,Monday,1.0,4- Somewhat difficult,0.0,3 - Demands were about right,0.0,7 or more hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,Posit Cloud,1.0,1 - 3 times,0.0,Aha Slides makes lectures more engaging,1.0,Yes,1.0,4- Somewhat difficult,0.0,4 - fair,0.0,"Review Activities,Review Reading Checks,End of Chapter Textbook Exercises,Practice Exam",0.0,No feedback.,0.0,8,7,1.0
2023FA_STAT_202-0_SEC21 Introduction to Statistics and Data Science,194484,4920_16417,2023-10-26 17:02:46 UTC,1,0,1.0,Monday,1.0,5 - Very difficult,1.0,4 -,0.0,3-5 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,Link,0.0,No,1.0,No opinion on Aha Slides,0.0,Not as much as I should have,0.0,4- Somewhat difficult,0.0,5 - Very fair (all topics were covered),1.0,"Review Reading Checks,End of Chapter Textbook Exercises,Practice Exam",0.0,"I think RC and Activities could be merged into one, longer assignment. ",0.0,8,7,1.0
2023FA_STAT_202-0_SEC21 Introduction to Statistics and Data Science,194484,4920_16417,2023-10-26 16:12:53 UTC,1,0,1.0,Wednesday,0.0,4- Somewhat difficult,0.0,3 - Demands were about right,0.0,3-5 hours,0.0,4 -,0.0,Love it - organized and easy to use,1.0,Link,0.0,No,1.0,Aha Slides provide no benefit to lecture,0.0,Yes,1.0,4- Somewhat difficult,0.0,4 - fair,0.0,"Review Activities,Review Reading Checks,Practice Exam",0.0,"I enjoyed the material, although some of the exam’s conceptual questions felt more like difficult word problems rather testing the material and concepts we learned and practiced.",0.0,5,10,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-26 16:04:53 UTC,1,1 or 2,0.0,Monday,1.0,4- Somewhat difficult,0.0,3 - Demands were about right,0.0,3-5 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,Posit Cloud,1.0,No,1.0,No opinion on Aha Slides,0.0,Yes,1.0,3 - Neither difficult nor easy,0.0,5 - Very fair (all topics were covered),1.0,"Review Activities,Practice Exam",0.0,"I think everything we learned was pretty good, I think spending more time on how to actually type in the Code for loading a data set into the code chunk, because I learned how to do it by clicking import, but not actually typing out the code for it. So I think it would be more productive to learn how to type the code out as it was asked on the exam and I didn’t recall going over that. But everything else was useful and was taught well!!",0.0,8,7,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-26 15:42:49 UTC,1,1 or 2,0.0,Wednesday,0.0,4- Somewhat difficult,0.0,4 -,0.0,5-7 hours,0.0,4 -,0.0,Don't care either way,0.0,Link,0.0,Frequent issue,0.0,Aha Slides provide no benefit to lecture,0.0,Yes,1.0,4- Somewhat difficult,0.0,2 - not fair,0.0,"Review Activities,Review Reading Checks,Practice Exam",0.0,I think the class should go slower. Much times i feel so rushed even though the material so time consuming,0.0,2,13,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-26 15:36:55 UTC,1,0,1.0,Monday,1.0,3 - Neither difficult nor easy,0.0,3 - Demands were about right,0.0,3-5 hours,0.0,4 -,0.0,Love it - organized and easy to use,1.0,Link,0.0,No,1.0,Aha Slides makes lectures more engaging,1.0,Yes,1.0,3 - Neither difficult nor easy,0.0,4 - fair,0.0,"Review Activities,Review Reading Checks,Practice Exam",0.0,"",0.0,7,8,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-26 15:07:13 UTC,1,0,1.0,Friday,0.0,2 - Somewhat easy,0.0,2 -,0.0,0-1 hours,1.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,Link,0.0,No,1.0,Aha Slides makes lectures more engaging,1.0,No,0.0,2 - Somewhat easy,0.0,5 - Very fair (all topics were covered),1.0,"Review Activities,Practice Exam",0.0,"",0.0,8,7,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-26 14:43:42 UTC,1,0,1.0,Monday,1.0,3 - Neither difficult nor easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,Posit Cloud,1.0,1 - 3 times,0.0,Aha Slides makes lectures more engaging,1.0,Yes,1.0,4- Somewhat difficult,0.0,4 - fair,0.0,"Review Activities,Review Reading Checks,Practice Exam",0.0,"",0.0,8,7,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-26 13:58:49 UTC,1,1 or 2,0.0,Monday,1.0,4- Somewhat difficult,0.0,3 - Demands were about right,0.0,3-5 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,Link,0.0,No,1.0,Aha Slides makes lectures more engaging,1.0,Yes,1.0,3 - Neither difficult nor easy,0.0,3 - Neither fair nor unfair,0.0,"End of Chapter Textbook Exercises,Practice Exam",0.0,"",0.0,7,8,1.0
2023FA_STAT_202-0_SEC21 Introduction to Statistics and Data Science,194484,4920_16417,2023-10-26 06:23:28 UTC,1,0,1.0,Monday,1.0,3 - Neither difficult nor easy,0.0,4 -,0.0,1-3 hours,0.0,5 - Very useful (keep providing slides),1.0,Don't care either way,0.0,Posit Cloud,1.0,1 - 3 times,0.0,Aha Slides makes lectures more engaging,1.0,Yes,1.0,4- Somewhat difficult,0.0,4 - fair,0.0,"Review Reading Checks,Practice Exam",0.0,none,0.0,7,8,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-26 05:21:57 UTC,1,0,1.0,Wednesday,0.0,3 - Neither difficult nor easy,0.0,3 - Demands were about right,0.0,3-5 hours,0.0,3 - Neutral (don't care one way or another),0.0,Love it - organized and easy to use,1.0,Posit Cloud,1.0,No,1.0,Aha Slides makes lectures more engaging,1.0,Yes,1.0,4- Somewhat difficult,0.0,4 - fair,0.0,"Review Activities,End of Chapter Textbook Exercises,Practice Exam",0.0,Making it clear that only a few chapters would be tested on concepts was really helpful because it helped me prioritize what I needed to study on before the exam. It made me read more into the textbook or practice coding more when I knew this info beforehand. It would be helpful to have something similar in future exams where we are told beforehand whether to focus on concepts or applications. ,0.0,7,8,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-26 04:36:46 UTC,1,0,1.0,Friday,0.0,4- Somewhat difficult,0.0,3 - Demands were about right,0.0,5-7 hours,0.0,3 - Neutral (don't care one way or another),0.0,Love it - organized and easy to use,1.0,Link,0.0,1 - 3 times,0.0,Aha Slides provide no benefit to lecture,0.0,Yes,1.0,4- Somewhat difficult,0.0,3 - Neither fair nor unfair,0.0,"Review Reading Checks,End of Chapter Textbook Exercises,Practice Exam",0.0,"",0.0,4,11,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-26 04:21:56 UTC,1,0,1.0,Wednesday,0.0,4- Somewhat difficult,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,Link,0.0,No,1.0,Aha Slides makes lectures more engaging,1.0,Yes,1.0,3 - Neither difficult nor easy,0.0,5 - Very fair (all topics were covered),1.0,"Review Activities,Review Reading Checks,Practice Exam",0.0,"",0.0,8,7,1.0
2023FA_STAT_202-0_SEC21 Introduction to Statistics and Data Science,194484,4920_16417,2023-10-26 03:58:54 UTC,1,0,1.0,Wednesday,0.0,4- Somewhat difficult,0.0,3 - Demands were about right,0.0,3-5 hours,0.0,1 - Not useful (waste of time),0.0,Love it - organized and easy to use,1.0,Link,0.0,1 - 3 times,0.0,Aha Slides provide no benefit to lecture,0.0,Yes,1.0,4- Somewhat difficult,0.0,4 - fair,0.0,"Review Activities,Review Reading Checks,Practice Exam",0.0,The exam was harder than it was last time but I wish we had more than one practice exam,0.0,4,11,1.0
2023FA_STAT_202-0_SEC21 Introduction to Statistics and Data Science,194484,4920_16417,2023-10-26 03:52:20 UTC,1,0,1.0,Wednesday,0.0,3 - Neither difficult nor easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,Link,0.0,No,1.0,Aha Slides makes lectures more engaging,1.0,Yes,1.0,3 - Neither difficult nor easy,0.0,4 - fair,0.0,"End of Chapter Textbook Exercises,Practice Exam",0.0,I’m not sure. I liked the material and I thought it was interesting and engaging.,0.0,7,8,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-26 03:26:52 UTC,1,1 or 2,0.0,Wednesday,0.0,3 - Neither difficult nor easy,0.0,3 - Demands were about right,0.0,3-5 hours,0.0,4 -,0.0,Love it - organized and easy to use,1.0,Posit Cloud,1.0,No,1.0,Aha Slides makes lectures more engaging,1.0,Yes,1.0,2 - Somewhat easy,0.0,5 - Very fair (all topics were covered),1.0,"Review Activities,Practice Exam",0.0,The practice exam is really helpful to check what I missed in class!,0.0,7,8,1.0
2023FA_STAT_202-0_SEC21 Introduction to Statistics and Data Science,194484,4920_16417,2023-10-26 03:22:29 UTC,1,3 or 4,0.0,Friday,0.0,3 - Neither difficult nor easy,0.0,3 - Demands were about right,0.0,5-7 hours,0.0,4 -,0.0,Love it - organized and easy to use,1.0,Posit Cloud,1.0,No,1.0,Aha Slides makes lectures more engaging,1.0,Yes,1.0,3 - Neither difficult nor easy,0.0,4 - fair,0.0,"Review Reading Checks,Practice Exam",0.0,"",0.0,6,9,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-26 02:58:33 UTC,1,0,1.0,Wednesday,0.0,4- Somewhat difficult,0.0,3 - Demands were about right,0.0,5-7 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,Posit Cloud,1.0,No,1.0,Aha Slides makes lectures more engaging,1.0,Yes,1.0,4- Somewhat difficult,0.0,4 - fair,0.0,Practice Exam,0.0,"Thank you so much, I really appreciate it the time and effort you put into creating the course materials. ",0.0,8,7,1.0
