section,section_id,section_sis_id,submitted,attempt,"2253763: How would you rate the difficulty of the material in ""Part 1"" (Chapters 1-4)?",1.0,2253764: How would you rate the demands of theactivities?,1.0,"2253765: Not counting the time spent in class, on average how much time a week do you spend on STAT 202 outside of class (reading check, finishing activities, studying, etc.)",1.0,2253766: How would you rate the usefulness of the lecture slides?,1.0,2253767: What are your thoughts on the course website?,1.0,2253768: Which method do you usually use to complete reading checks?,1.0,"2253769: Have you experienced any technical difficulties with the reading checks (ie: completely freezes and need to click ""Start Over"" to get it to work)?",1.0,2253770: Provide your view on Aha Slides participation (can select multiple),1.0,"2253771: This class utilizes an active learning teaching style (partially flipped).
Provide your opinions on the teaching style.",1.0,2253772: How would you rate thedifficultyof Exam 1?,1.0,"2253773: How would you rate the fairness ofExam 1?
Fair means the material was covered in the course and you should be expected to know it.
(difficult does not mean the exam was unfair)",1.0,"2253774: Please provide any general thoughts or critiques you may have concerning the material (Chapter 1-4) and its use in class. If none, leave blank.
If you think that some of the material is stupid or worthless, then feel free to say so. However please indicate why you think it is stupid or worthless.
Similarly, if you think the material is wonderful and perfect, then feel free to say so. However please indicate why you think it is wonderful and perfect.
I rely on your feedback for improving this course for future students!",1.0,n correct,n incorrect,score
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-13 00:51:35 UTC,1,5 - Very difficult,1.0,4 -,0.0,7 or more hours,0.0,4 -,0.0,Hate it - go back to Canvas,0.0,app link,1.0,1-2 times,0.0,Aha slides provides no benefit to the lecture,0.0,Would prefer full lecture (completely on your own for activity outside of class),0.0,5 - Very difficult,1.0,1 - Very unfair (how should I know this),0.0,"There is no where near enough times for exams, like seriously 50 minutes for 20+ questions is ridiculous even if you have taken a prior coding class. Also the questions were worded awfully, with little to no descriptive explantion on how and what your looking for (act q 2). ",0.0,4,8,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-13 00:26:57 UTC,1,5 - Very difficult,1.0,3 - Demands were about right,0.0,1-3 hours,0.0,5 - Very useful (keep providing slides),1.0,Don't care either way,0.0,Posit Cloud Project,0.0,3-4 times,0.0,No opinion on Aha slides,0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,4- Somewhat difficult,0.0,3 - Neither fair nor unfair,0.0,"I think some of the Chapter 1 material is kind of useless. Its just copy and paste memorization for the test. Its useful for the first week, but not necessary for the midterm. As a student, I'm focused on the complex understanding, and I don't deserved to be penalized for memorizing.

 ",0.0,4,8,1.0
2023FA_STAT_202-0_SEC21 Introduction to Statistics and Data Science,194484,4920_16417,2023-10-13 00:20:40 UTC,1,4- Somewhat difficult,0.0,5 - Too demanding,1.0,1-3 hours,0.0,5 - Very useful (keep providing slides),1.0,Hate it - go back to Canvas,0.0,app link,1.0,1-2 times,0.0,Aha slides makes lectures more engaging,1.0,Would prefer full lecture (completely on your own for activity outside of class),0.0,4- Somewhat difficult,0.0,2 - not fair,0.0,"",0.0,5,7,1.0
2023FA_STAT_202-0_SEC21 Introduction to Statistics and Data Science,194484,4920_16417,2023-10-12 23:45:13 UTC,1,4- Somewhat difficult,0.0,4 -,0.0,5-7 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,app link,1.0,1-2 times,0.0,Aha slides makes lectures more engaging,1.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,4- Somewhat difficult,0.0,4 - fair,0.0,If there was option to participate in lecture over Zoom. Sometimes I don't feel well and don't want to physically come to class.,0.0,6,6,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-12 23:21:07 UTC,1,5 - Very difficult,1.0,5 - Too demanding,1.0,5-7 hours,0.0,1 - Not useful (waste of time),0.0,Don't care either way,0.0,Posit Cloud Project,0.0,Frequent issue,0.0,Aha slides makes lectures more engaging,1.0,Would prefer fully flipped! (Watch lecture videos outside of class and spend entire time working on activity.),0.0,3 - Neither difficult nor easy,0.0,3 - Neither fair nor unfair,0.0,naa,0.0,4,8,1.0
2023FA_STAT_202-0_SEC21 Introduction to Statistics and Data Science,194484,4920_16417,2023-10-12 23:12:44 UTC,1,3 - Neither difficult nor easy,0.0,3 - Demands were about right,0.0,3-5 hours,0.0,3 - Neutral (don't care one way or another),0.0,Love it - organized and easy to use,1.0,Posit Cloud Project,0.0,No issues,1.0,No opinion on Aha slides,0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,3 - Neither difficult nor easy,0.0,5 - Very fair (all topics were covered),1.0,"",0.0,5,7,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-12 21:56:21 UTC,1,3 - Neither difficult nor easy,0.0,3 - Demands were about right,0.0,3-5 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,app link,1.0,No issues,1.0,Aha slides makes lectures more engaging,1.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,3 - Neither difficult nor easy,0.0,4 - fair,0.0,"I pretty much like everything about this course, it is very well structured, manageable work load, engaging book material.",0.0,7,5,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-12 21:50:09 UTC,1,3 - Neither difficult nor easy,0.0,4 -,0.0,3-5 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,Posit Cloud Project,0.0,1-2 times,0.0,Aha slides makes lectures more engaging,1.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,4- Somewhat difficult,0.0,3 - Neither fair nor unfair,0.0,"I had no prior stat experience coming into the class, so I have liked how digestible the online textbook is. I also use Campuswire a fair amount when I am having difficulty on the activities. I like the in class slides, but think it would be helpful if they could give more examples directly related to that class' activities. I usually struggle most with the activities and could use some more guidance. Overall though, am enjoying the class. ",0.0,5,7,1.0
2023FA_STAT_202-0_SEC21 Introduction to Statistics and Data Science,194484,4920_16417,2023-10-12 21:37:03 UTC,1,2 - Somewhat easy,0.0,4 -,0.0,1-3 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,app link,1.0,1-2 times,0.0,Aha slides makes lectures more engaging,1.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,3 - Neither difficult nor easy,0.0,4 - fair,0.0,"",0.0,6,6,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-12 21:21:30 UTC,1,3 - Neither difficult nor easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,3 - Neutral (don't care one way or another),0.0,Love it - organized and easy to use,1.0,Posit Cloud Project,0.0,No issues,1.0,Aha slides provides no benefit to the lecture,0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,4- Somewhat difficult,0.0,4 - fair,0.0,"Class feels very rushed and while I understand we only get 50 minutes together, it always feels like I'm just staying afloat— getting the RC complete, and doing the activity— rather than really sitting down and digesting the idea. I would learn this new topic in my own time via the textbook and the next day I am asked to synthesize and put it into practice in class. 

For the most part, this has worked fine, but sometimes, the inherent structure and pace leave some gaps in my knowledge evident in the first exam and our activities. This is why it's good to have TAs roaming round during lectures to ask questions. ",0.0,4,8,1.0
2023FA_STAT_202-0_SEC21 Introduction to Statistics and Data Science,194484,4920_16417,2023-10-12 21:14:37 UTC,1,4- Somewhat difficult,0.0,5 - Too demanding,1.0,3-5 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,app link,1.0,No issues,1.0,No opinion on Aha slides,0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,3 - Neither difficult nor easy,0.0,5 - Very fair (all topics were covered),1.0,I think the material is explained well and we are given enough practice and help to do well in the course. I wish there was more of an emphasis on understanding data over the software. I think interpretation of data could be expanded upon. ,0.0,8,4,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-12 20:55:47 UTC,1,1 - Very easy,0.0,3 - Demands were about right,0.0,0-1 hours,1.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,app link,1.0,1-2 times,0.0,No opinion on Aha slides,0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,5 - Very difficult,1.0,3 - Neither fair nor unfair,0.0,I hope there was more focus on how to evaluate data because I feel like they are mentioned yet not sufficient enough for me to understand. I want there to be fully written example of how to properly evaluate graphics or data since that was the main thing I was unsure about the exam,0.0,7,5,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-12 20:14:39 UTC,1,2 - Somewhat easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,3 - Neutral (don't care one way or another),0.0,Don't care either way,0.0,Posit Cloud Project,0.0,No issues,1.0,Aha slides provides no benefit to the lecture,0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,2 - Somewhat easy,0.0,4 - fair,0.0,"",0.0,3,9,1.0
2023FA_STAT_202-0_SEC21 Introduction to Statistics and Data Science,194484,4920_16417,2023-10-12 20:12:18 UTC,1,2 - Somewhat easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,Posit Cloud Project,0.0,No issues,1.0,No opinion on Aha slides,0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,3 - Neither difficult nor easy,0.0,4 - fair,0.0,"",0.0,5,7,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-12 20:08:28 UTC,1,2 - Somewhat easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,Posit Cloud Project,0.0,1-2 times,0.0,Aha slides makes lectures more engaging,1.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,3 - Neither difficult nor easy,0.0,5 - Very fair (all topics were covered),1.0,I think being able to have the cheat sheet was very helpful.,0.0,6,6,1.0
2023FA_STAT_202-0_SEC21 Introduction to Statistics and Data Science,194484,4920_16417,2023-10-12 19:49:29 UTC,1,3 - Neither difficult nor easy,0.0,3 - Demands were about right,0.0,5-7 hours,0.0,3 - Neutral (don't care one way or another),0.0,Love it - organized and easy to use,1.0,Posit Cloud Project,0.0,No issues,1.0,No opinion on Aha slides,0.0,Would prefer full lecture (completely on your own for activity outside of class),0.0,3 - Neither difficult nor easy,0.0,4 - fair,0.0,"",0.0,3,9,1.0
2023FA_STAT_202-0_SEC21 Introduction to Statistics and Data Science,194484,4920_16417,2023-10-12 19:28:24 UTC,1,3 - Neither difficult nor easy,0.0,4 -,0.0,3-5 hours,0.0,4 -,0.0,Love it - organized and easy to use,1.0,app link,1.0,1-2 times,0.0,No opinion on Aha slides,0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,4- Somewhat difficult,0.0,4 - fair,0.0,"",0.0,4,8,1.0
2023FA_STAT_202-0_SEC21 Introduction to Statistics and Data Science,194484,4920_16417,2023-10-12 19:23:39 UTC,1,3 - Neither difficult nor easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,2 -,0.0,Love it - organized and easy to use,1.0,Posit Cloud Project,0.0,1-2 times,0.0,Aha slides provides no benefit to the lecture,0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,4- Somewhat difficult,0.0,4 - fair,0.0,"I feel very prepared when I come to class because of the reading checks so I really love that part of class. However, I dont like the AHA slides. I think that they are very useless and I dont really learn anything from it. ",0.0,3,9,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-12 19:06:06 UTC,1,2 - Somewhat easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,5 - Very useful (keep providing slides),1.0,Don't care either way,0.0,app link,1.0,No issues,1.0,Aha slides makes lectures more engaging,1.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,2 - Somewhat easy,0.0,5 - Very fair (all topics were covered),1.0,"",0.0,7,5,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-12 17:45:56 UTC,1,3 - Neither difficult nor easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,Posit Cloud Project,0.0,1-2 times,0.0,Aha slides makes lectures more engaging,1.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,4- Somewhat difficult,0.0,4 - fair,0.0,"",0.0,5,7,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-12 16:23:35 UTC,1,3 - Neither difficult nor easy,0.0,3 - Demands were about right,0.0,3-5 hours,0.0,2 -,0.0,Don't care either way,0.0,app link,1.0,1-2 times,0.0,Aha slides provides no benefit to the lecture,0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,3 - Neither difficult nor easy,0.0,4 - fair,0.0,"",0.0,3,9,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-12 16:12:10 UTC,1,2 - Somewhat easy,0.0,3 - Demands were about right,0.0,3-5 hours,0.0,4 -,0.0,Love it - organized and easy to use,1.0,Posit Cloud Project,0.0,No issues,1.0,Aha slides makes lectures more engaging,1.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,3 - Neither difficult nor easy,0.0,1 - Very unfair (how should I know this),0.0,"",0.0,5,7,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-12 04:15:11 UTC,1,1 - Very easy,0.0,3 - Demands were about right,0.0,3-5 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,Posit Cloud Project,0.0,1-2 times,0.0,"Aha slides makes lectures more engaging,No opinion on Aha slides",0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,3 - Neither difficult nor easy,0.0,4 - fair,0.0,"",0.0,4,8,1.0
2023FA_STAT_202-0_SEC21 Introduction to Statistics and Data Science,194484,4920_16417,2023-10-12 03:46:05 UTC,1,4- Somewhat difficult,0.0,3 - Demands were about right,0.0,5-7 hours,0.0,4 -,0.0,Don't care either way,0.0,app link,1.0,No issues,1.0,No opinion on Aha slides,0.0,Would prefer fully flipped! (Watch lecture videos outside of class and spend entire time working on activity.),0.0,4- Somewhat difficult,0.0,4 - fair,0.0,"The material was presented in a digestible way, and tons of opportunities to ask questions existed, especially in closer proximity to the exam. I appreciated this, and it made me want to pursue a Data Science minor. I am worried about the next unit, as it seems it is going to rapidly increase in difficulty.",0.0,3,9,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-12 03:19:05 UTC,1,2 - Somewhat easy,0.0,3 - Demands were about right,0.0,3-5 hours,0.0,4 -,0.0,Love it - organized and easy to use,1.0,app link,1.0,1-2 times,0.0,Aha slides makes lectures more engaging,1.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,3 - Neither difficult nor easy,0.0,4 - fair,0.0,"",0.0,5,7,1.0
2023FA_STAT_202-0_SEC21 Introduction to Statistics and Data Science,194484,4920_16417,2023-10-12 02:29:15 UTC,1,3 - Neither difficult nor easy,0.0,4 -,0.0,5-7 hours,0.0,3 - Neutral (don't care one way or another),0.0,Love it - organized and easy to use,1.0,app link,1.0,3-4 times,0.0,No opinion on Aha slides,0.0,Would prefer fully flipped! (Watch lecture videos outside of class and spend entire time working on activity.),0.0,4- Somewhat difficult,0.0,4 - fair,0.0,"",0.0,3,9,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-12 01:22:02 UTC,1,4- Somewhat difficult,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,4 -,0.0,Don't care either way,0.0,app link,1.0,No issues,1.0,No opinion on Aha slides,0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,4- Somewhat difficult,0.0,4 - fair,0.0,"I think everything makes sense, I was a little confused about some of the stuff on the exam ",0.0,4,8,1.0
2023FA_STAT_202-0_SEC21 Introduction to Statistics and Data Science,194484,4920_16417,2023-10-12 01:00:47 UTC,1,2 - Somewhat easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,3 - Neutral (don't care one way or another),0.0,Love it - organized and easy to use,1.0,app link,1.0,No issues,1.0,Aha slides makes lectures more engaging,1.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,4- Somewhat difficult,0.0,3 - Neither fair nor unfair,0.0,"",0.0,6,6,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-11 23:48:16 UTC,1,2 - Somewhat easy,0.0,4 -,0.0,3-5 hours,0.0,5 - Very useful (keep providing slides),1.0,Don't care either way,0.0,Posit Cloud Project,0.0,No issues,1.0,"Aha slides provides no benefit to the lecture,No opinion on Aha slides",0.0,Would prefer full lecture (completely on your own for activity outside of class),0.0,4- Somewhat difficult,0.0,3 - Neither fair nor unfair,0.0,"I thought the pacing of the class has been very doable and consistent, I never feel left behind or like I'm getting too far ahead. ",0.0,3,9,1.0
2023FA_STAT_202-0_SEC21 Introduction to Statistics and Data Science,194484,4920_16417,2023-10-11 23:23:17 UTC,1,3 - Neither difficult nor easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,app link,1.0,1-2 times,0.0,Aha slides makes lectures more engaging,1.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,3 - Neither difficult nor easy,0.0,5 - Very fair (all topics were covered),1.0,Great course! Great intro to data science and programming even for the uninitiated.,0.0,7,5,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-11 21:29:36 UTC,1,2 - Somewhat easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,Posit Cloud Project,0.0,No issues,1.0,Aha slides makes lectures more engaging,1.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,3 - Neither difficult nor easy,0.0,4 - fair,0.0,"I absolutely love the class structure. One of my struggles with econ classes is they try to teach you while you are working through something where this class has a much better segmentation of that. The reading check is not overly demanding and allows us to get a proper overview of the material for the next day and the activity does a great job of providing a second, more comprehensive practice. ",0.0,6,6,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-11 20:16:54 UTC,1,3 - Neither difficult nor easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,3 - Neutral (don't care one way or another),0.0,Love it - organized and easy to use,1.0,app link,1.0,No issues,1.0,Aha slides provides no benefit to the lecture,0.0,Would prefer fully flipped! (Watch lecture videos outside of class and spend entire time working on activity.),0.0,4- Somewhat difficult,0.0,4 - fair,0.0,I think it would be the most helpful to go over everything we need to know to complete the activity during the lecture so we can be efficient with our time in class.,0.0,4,8,1.0
2023FA_STAT_202-0_SEC21 Introduction to Statistics and Data Science,194484,4920_16417,2023-10-11 19:51:42 UTC,1,4- Somewhat difficult,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,4 -,0.0,Love it - organized and easy to use,1.0,Posit Cloud Project,0.0,No issues,1.0,Aha slides makes lectures more engaging,1.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,4- Somewhat difficult,0.0,5 - Very fair (all topics were covered),1.0,I thought everything was great! I really like the reading checks - they helped me understand the reading a lot. ,0.0,6,6,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-11 18:31:19 UTC,1,4- Somewhat difficult,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,3 - Neutral (don't care one way or another),0.0,Don't care either way,0.0,app link,1.0,1-2 times,0.0,Aha slides provides no benefit to the lecture,0.0,Would prefer fully flipped! (Watch lecture videos outside of class and spend entire time working on activity.),0.0,4- Somewhat difficult,0.0,3 - Neither fair nor unfair,0.0,I have no opinion on the material. ,0.0,2,10,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-11 16:26:56 UTC,1,3 - Neither difficult nor easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,app link,1.0,No issues,1.0,Aha slides makes lectures more engaging,1.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,3 - Neither difficult nor easy,0.0,5 - Very fair (all topics were covered),1.0,N/A,0.0,8,4,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-11 14:19:27 UTC,1,3 - Neither difficult nor easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,app link,1.0,1-2 times,0.0,Aha slides makes lectures more engaging,1.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,3 - Neither difficult nor easy,0.0,3 - Neither fair nor unfair,0.0,"",0.0,6,6,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-11 14:17:25 UTC,1,4- Somewhat difficult,0.0,4 -,0.0,1-3 hours,0.0,4 -,0.0,Love it - organized and easy to use,1.0,app link,1.0,No issues,1.0,Aha slides makes lectures more engaging,1.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,5 - Very difficult,1.0,4 - fair,0.0,"The material of Chapter 1-4 was helpful for each of the code chunks we had to complete for the exam. I believe the summary cheat sheets at the end were extremely helpful to wrap up all the information. I do think that its hard to decipher what the text is saying and apply it to the activity in class, so having access to the section notes is helpful. I do wish the section notes had more information regarding the reading on them, just because I sometimes has questions while doing the activity and had to wait for a TA to answer them. ",0.0,7,5,1.0
2023FA_STAT_202-0_SEC21 Introduction to Statistics and Data Science,194484,4920_16417,2023-10-10 21:59:47 UTC,1,3 - Neither difficult nor easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,4 -,0.0,Love it - organized and easy to use,1.0,app link,1.0,1-2 times,0.0,No opinion on Aha slides,0.0,Would prefer fully flipped! (Watch lecture videos outside of class and spend entire time working on activity.),0.0,4- Somewhat difficult,0.0,4 - fair,0.0,Have more time to go over the activities.,0.0,3,9,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-10 19:15:40 UTC,1,2 - Somewhat easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,3 - Neutral (don't care one way or another),0.0,Don't care either way,0.0,Posit Cloud Project,0.0,No issues,1.0,No opinion on Aha slides,0.0,Would prefer fully flipped! (Watch lecture videos outside of class and spend entire time working on activity.),0.0,2 - Somewhat easy,0.0,4 - fair,0.0,I think the course so far has worked to give an understanding of the topics covered. I think some more explanations about advanced applications would be handy to have for personal exploration. An example would be going over the various fill methods. This has somewhat happened in the challenge sections but would be nice to have more.,0.0,2,10,1.0
